bt_language,n,id_preserve_mean,id_low_rate,translit_rate
arabic,1224,0.5788736886147257,0.6437880104257168,0.7279411764705882
chinese,1224,0.6730130880822981,0.5004344048653345,0.9370915032679739
french,1224,0.630851416522427,0.5899218071242398,0.0008169934640522876
hindi,1224,0.6274482445866326,0.5621198957428323,0.8308823529411765
portuguese,1224,0.6706191447831505,0.5169417897480452,0.0
spanish,1224,0.6537554715976815,0.5534317984361424,0.0
