model_name,n,id_preserve_mean,id_low_rate,translit_rate
Qwen2.5-Coder-7B-Instruct,1836,0.6131087930211023,0.5964052287581699,0.4057734204793028
codegemma-7b-it,1836,0.6340561837349009,0.5772532188841202,0.46568627450980393
deepseek-coder-6.7b-instruct,1836,0.6447267223524121,0.5506535947712419,0.39923747276688454
gemma-2-9b-it,1836,0.6632806221579388,0.5239651416122004,0.3937908496732026
